"timestampIst","xIst","yIst","zIst","q1Ist","q2Ist","q3Ist","q4Ist","timestampSoll","xSoll","ySoll","zSoll","q1Soll","q2Soll","q3Soll","q4Soll","jointStateIst","jointStateSoll"
"162567000000","0.570581110905182","0.0027279223142354985","0.9597532420840673","-0.009453212652957895","0.71720768217504","-0.006312489767287309","0.69676676863394","0","0.5705811109051819","0.0027279223142355124","0.9597532420840678","-0.00945321265295764","0.7172076821750398","-0.006312489767286948","0.6967667686339404","0.0048917230744391915","0.0048917230744391915"
"162667000000","0.570581110905182","0.0027279223142355133","0.9597532420840673","-0.009453212652957647","0.71720768217504","-0.006312489767286943","0.69676676863394","241193329","0.5705811055855587","0.002727921887264798","0.9691780017264647","-0.009453210547604248","0.7172076821317488","-0.006312491124702527","0.6967667686947675","0.11476985059257672","0.11476985059257672"
"162767000000","0.5705811109051819","0.0027279223142355124","0.9597532420840678","-0.00945321265295764","0.7172076821750398","-0.006312489767286948","0.6967667686339404","343715057","0.5705811044479236","0.002727921949877517","0.9786027778299207","-0.009453210837994672","0.7172076821551264","-0.006312490881272005","0.6967667686689696","-0.28540745586593097","-0.28540745586593186"
"162867000000","0.570581110905182","0.0027279223142354985","0.9597532420840673","-0.009453212652957578","0.71720768217504","-0.0063124897672870005","0.69676676863394","424416237","0.5705811030163471","0.002727921992001385","0.9880275534813533","-0.009453211093882523","0.7172076821672285","-0.0063124906663710794","0.6967667686549877","-0.003888710321753308","-0.00388871032175242"
"162967000000","0.5705811109051819","0.0027279223142365264","0.9597532420840678","-0.00945321265295828","0.7172076821750398","-0.0063124897672863275","0.6967667686339404","524220463","0.5705811011992079","0.002727922019528354","0.9974523285402462","-0.009453211218797527","0.717207682174783","-0.0063124905547109166","0.6967667686465284","0.19959557486359358","0.19959557486359358"
"163067000000","0.570581110905182","0.0027279223142354985","0.9597532420840673","-0.009453212652957895","0.71720768217504","-0.006312489767287309","0.69676676863394","702727455","0.570581098868491","0.0027279220356593616","1.0068771028120005","-0.009453211348216889","0.717207682178875","-0.006312490438283773","0.6967667686416154","-0.018405416168941535","-0.018405416168941535"
"163167000000","0.570581110905182","0.0027279223142354985","0.9597532420840673","-0.009453212652957895","0.71720768217504","-0.006312489767287309","0.69676676863394","832205528","0.5705810812366949","-0.0003323254070770506","1.0157912180725839","-0.009453057331098904","0.7172075784951142","-0.0063125761845957305","0.6967668766798427","0.0048917230744391915","0.004891723072726546"
"163267000000","0.570581110905182","0.0027279223142365272","0.9597532420840673","-0.009453212652958282","0.71720768217504","-0.006312489767286326","0.69676676863394","925790288","0.5705810820407093","-0.0033925425624436564","1.0247053301047715","-0.009453072301133191","0.7172076059986071","-0.006312563393670216","0.6967668482822766","0.11476985059257672","0.12094570553508785"
"163367000000","0.5705811109051819","0.0027279223142355124","0.9597532420840678","-0.00945321265295764","0.7172076821750398","-0.006312489767286948","0.6967667686339404","1005124649","0.5705810814330577","-0.0064527605630320525","1.0336194424775949","-0.009453082553022064","0.7172076252397583","-0.0063125539334891075","0.6967668284232746","-0.28540745586593097","-0.3139478392893106"
"163467000000","0.570581110905182","0.0027279223142354985","0.9597532420840673","-0.009453212652957895","0.71720768217504","-0.006312489767287309","0.69676676863394","1098939607","0.5705810790905259","-0.009512979199624558","1.0425335538709908","-0.009453088991942868","0.7172076390629235","-0.0063125470368221165","0.6967668141697089","-0.00388871032175242","-0.0035024251796300764"
