Objects
300
,,Global Angle abb4400_tcp:abb4400_tcp,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
972,0,0.724951,2.038313,0.029220,345.891571,-1180.930298,2033.865234
973,0,0.724961,2.038302,0.029195,346.614288,-1181.266113,2033.868042
974,0,0.725033,2.038261,0.029199,347.329895,-1181.630737,2033.868530
975,0,0.724937,2.038198,0.029060,348.044678,-1181.970581,2033.859741
976,0,0.725005,2.038250,0.029322,348.767273,-1182.312744,2033.863770
977,0,0.724860,2.038202,0.029054,349.478699,-1182.667114,2033.851440
978,0,0.724957,2.038234,0.029225,350.194397,-1183.011230,2033.851440
979,0,0.724812,2.038219,0.029119,350.904358,-1183.351562,2033.843018
980,0,0.724746,2.038255,0.029171,351.607941,-1183.686157,2033.841187
981,0,0.724763,2.038264,0.029177,352.319275,-1184.022705,2033.844238
982,0,0.724696,2.038255,0.029180,353.018829,-1184.351196,2033.833984
983,0,0.724800,2.038309,0.029198,353.727509,-1184.695557,2033.832520
984,0,0.724732,2.038244,0.029068,354.436737,-1185.030029,2033.831177
985,0,0.724682,2.038308,0.029235,355.142242,-1185.372559,2033.828491
986,0,0.724751,2.038242,0.029053,355.843323,-1185.695557,2033.832275
987,0,0.724718,2.038289,0.029077,356.545044,-1186.027710,2033.824219
988,0,0.724756,2.038226,0.029100,357.241272,-1186.359497,2033.831299
989,0,0.724703,2.038229,0.029140,357.948303,-1186.706421,2033.827271
990,0,0.724719,2.038259,0.029200,358.653290,-1187.046753,2033.831177
991,0,0.724698,2.038241,0.029006,359.346741,-1187.377686,2033.827026
992,0,0.724745,2.038239,0.029068,360.055817,-1187.738770,2033.836182
993,0,0.724625,2.038158,0.029013,360.755890,-1188.069336,2033.835449
994,0,0.724710,2.038173,0.029106,361.458313,-1188.403442,2033.836182
995,0,0.724713,2.038174,0.029063,362.156281,-1188.742310,2033.839478
996,0,0.724789,2.038174,0.029049,362.854248,-1189.093384,2033.835449
997,0,0.724835,2.038172,0.029127,363.557953,-1189.422363,2033.839478
998,0,0.724742,2.038163,0.029042,364.255615,-1189.741089,2033.833984
999,0,0.724835,2.038186,0.029093,364.956879,-1190.079590,2033.837524
1000,0,0.724823,2.038149,0.028888,365.649689,-1190.407593,2033.831177
1001,0,0.724884,2.038162,0.029052,366.363464,-1190.744141,2033.832275
1002,0,0.724709,2.038208,0.029113,367.074860,-1191.074219,2033.823486
1003,0,0.724883,2.038169,0.029057,367.776825,-1191.408447,2033.821533
1004,0,0.724837,2.038196,0.028980,368.495026,-1191.766724,2033.816772
1005,0,0.724805,2.038188,0.028935,369.198090,-1192.081177,2033.813965
1006,0,0.724802,2.038176,0.029135,369.908783,-1192.424561,2033.820190
1007,0,0.724698,2.038226,0.029049,370.619873,-1192.772339,2033.802002
1008,0,0.724921,2.038214,0.029077,371.319183,-1193.114014,2033.813232
1009,0,0.724827,2.038249,0.028986,372.033539,-1193.464233,2033.795776
1010,0,0.724826,2.038244,0.029162,372.749054,-1193.805786,2033.792725
1011,0,0.724805,2.038220,0.029119,373.459564,-1194.144897,2033.785767
1012,0,0.724975,2.038247,0.029003,374.168091,-1194.498535,2033.784180
1013,0,0.724957,2.038218,0.029103,374.863556,-1194.822510,2033.787964
1014,0,0.724917,2.038257,0.029056,375.584259,-1195.158936,2033.775391
1015,0,0.724989,2.038218,0.029152,376.279968,-1195.479248,2033.791992
1016,0,0.725001,2.038210,0.029006,376.983612,-1195.827881,2033.776489
1017,0,0.725098,2.038232,0.029024,377.682281,-1196.152466,2033.782715
1018,0,0.724987,2.038184,0.028967,378.376251,-1196.479858,2033.775757
1019,0,0.725059,2.038208,0.029064,379.079651,-1196.827759,2033.775513
1020,0,0.725093,2.038193,0.029025,379.768921,-1197.157837,2033.781738
1021,0,0.725059,2.038264,0.028910,380.463745,-1197.495728,2033.774658
1022,0,0.725079,2.038193,0.029122,381.153442,-1197.825928,2033.790405
1023,0,0.725009,2.038153,0.028969,381.859772,-1198.168091,2033.779663
1024,0,0.725089,2.038185,0.029090,382.553802,-1198.508423,2033.795776
1025,0,0.724997,2.038198,0.028906,383.238586,-1198.830811,2033.789429
1026,0,0.725115,2.038258,0.029126,383.938110,-1199.172729,2033.795410
1027,0,0.725009,2.038131,0.029113,384.621338,-1199.490723,2033.801270
1028,0,0.725030,2.038199,0.029055,385.317413,-1199.826416,2033.792236
1029,0,0.725076,2.038205,0.029059,386.000854,-1200.156006,2033.803711
1030,0,0.724928,2.038217,0.029023,386.697479,-1200.497559,2033.799683
1031,0,0.725004,2.038253,0.029275,387.394165,-1200.831543,2033.807983
1032,0,0.724933,2.038145,0.029009,388.085327,-1201.153320,2033.805176
1033,0,0.724920,2.038259,0.029121,388.766052,-1201.501343,2033.807495
1034,0,0.724922,2.038213,0.029046,389.448975,-1201.810669,2033.812988
1035,0,0.724990,2.038259,0.029131,390.143616,-1202.140625,2033.808960
1036,0,0.724898,2.038260,0.029123,390.822205,-1202.469604,2033.816528
1037,0,0.724850,2.038260,0.029039,391.513489,-1202.818115,2033.805420
1038,0,0.724905,2.038292,0.029142,392.194763,-1203.150146,2033.811523
1039,0,0.724831,2.038264,0.028983,392.886627,-1203.488281,2033.802734
1040,0,0.724912,2.038274,0.029255,393.566162,-1203.823486,2033.802490
1041,0,0.724794,2.038253,0.029042,394.250519,-1204.147705,2033.797241
1042,0,0.724909,2.038293,0.029105,394.931000,-1204.481567,2033.802246
1043,0,0.724939,2.038232,0.029050,395.615479,-1204.786377,2033.801270
1044,0,0.724934,2.038255,0.029138,396.306702,-1205.124390,2033.802246
1045,0,0.724850,2.038267,0.029187,396.987366,-1205.449707,2033.808228
1046,0,0.724928,2.038226,0.029024,397.676239,-1205.778198,2033.799683
1047,0,0.724985,2.038252,0.029215,398.350983,-1206.097046,2033.809448
1048,0,0.724879,2.038235,0.029105,399.043762,-1206.440674,2033.801514
1049,0,0.724873,2.038332,0.029252,399.733124,-1206.773804,2033.801270
1050,0,0.724880,2.038228,0.029054,400.414520,-1207.096558,2033.805176
1051,0,0.724867,2.038321,0.029201,401.109558,-1207.450928,2033.800781
1052,0,0.724902,2.038259,0.029255,401.789062,-1207.756104,2033.808228
1053,0,0.724810,2.038323,0.029111,402.485046,-1208.097900,2033.796509
1054,0,0.724881,2.038325,0.029270,403.163513,-1208.419556,2033.803711
1055,0,0.724933,2.038212,0.029073,403.853424,-1208.751587,2033.797241
1056,0,0.724903,2.038312,0.029340,404.535248,-1209.074585,2033.800659
1057,0,0.724824,2.038269,0.029156,405.225494,-1209.391846,2033.793701
1058,0,0.724970,2.038307,0.029254,405.922150,-1209.759644,2033.787231
1059,0,0.724905,2.038278,0.029222,406.599152,-1210.083740,2033.782715
1060,0,0.724892,2.038325,0.029267,407.284515,-1210.402466,2033.775513
1061,0,0.724946,2.038243,0.029296,407.962952,-1210.716431,2033.778687
1062,0,0.724848,2.038298,0.029217,408.640411,-1211.052734,2033.767456
1063,0,0.725033,2.038317,0.029263,409.318634,-1211.367554,2033.774414
1064,0,0.724880,2.038277,0.029141,410.002411,-1211.689941,2033.774658
1065,0,0.724924,2.038373,0.029312,410.691528,-1212.027832,2033.774902
1066,0,0.724895,2.038273,0.029162,411.366028,-1212.347412,2033.778442
1067,0,0.724881,2.038347,0.029224,412.048798,-1212.685181,2033.777466
1068,0,0.724919,2.038280,0.029188,412.721405,-1212.998535,2033.778198
1069,0,0.724839,2.038314,0.029171,413.393555,-1213.319824,2033.773438
1070,0,0.724948,2.038269,0.029300,414.070038,-1213.640747,2033.780518
1071,0,0.724922,2.038277,0.029092,414.739197,-1213.968140,2033.776001
1072,0,0.724908,2.038335,0.029238,415.418793,-1214.292603,2033.781250
1073,0,0.724896,2.038262,0.029127,416.090485,-1214.607910,2033.781738
1074,0,0.724922,2.038290,0.029258,416.770599,-1214.952515,2033.779419
1075,0,0.725007,2.038247,0.029057,417.433289,-1215.251831,2033.785400
1076,0,0.724921,2.038351,0.029165,418.103729,-1215.569336,2033.782715
1077,0,0.724989,2.038316,0.029214,418.771240,-1215.888672,2033.782227
1078,0,0.724874,2.038308,0.029127,419.443268,-1216.216309,2033.782959
1079,0,0.725052,2.038280,0.029146,420.118011,-1216.539795,2033.782715
1080,0,0.724952,2.038238,0.029054,420.784180,-1216.861328,2033.781982
1081,0,0.725036,2.038327,0.029140,421.460541,-1217.194580,2033.778931
1082,0,0.725070,2.038267,0.029110,422.132782,-1217.498657,2033.782959
1083,0,0.725039,2.038341,0.029137,422.805603,-1217.838379,2033.775391
1084,0,0.725114,2.038250,0.029107,423.474152,-1218.161255,2033.779907
1085,0,0.725008,2.038297,0.029037,424.151245,-1218.480957,2033.779419
1086,0,0.725162,2.038271,0.029174,424.819092,-1218.792236,2033.777222
1087,0,0.725025,2.038283,0.029036,425.494202,-1219.136597,2033.767944
1088,0,0.725070,2.038306,0.029135,426.153412,-1219.452148,2033.768188
1089,0,0.724935,2.038295,0.028995,426.822876,-1219.760986,2033.765747
1090,0,0.724998,2.038348,0.029117,427.473114,-1220.066284,2033.754639
1091,0,0.725013,2.038244,0.029054,428.146729,-1220.386230,2033.759155
1092,0,0.724929,2.038316,0.029069,428.806671,-1220.710449,2033.754883
1093,0,0.724985,2.038284,0.029104,429.473358,-1221.039917,2033.750732
1094,0,0.724969,2.038332,0.029008,430.139709,-1221.355591,2033.743164
1095,0,0.725014,2.038367,0.029157,430.799438,-1221.667603,2033.745239
1096,0,0.724906,2.038303,0.029035,431.463074,-1221.994263,2033.743164
1097,0,0.724957,2.038424,0.029164,432.118103,-1222.306152,2033.744629
1098,0,0.724911,2.038356,0.029089,432.773956,-1222.609375,2033.742920
1099,0,0.724941,2.038444,0.029198,433.432312,-1222.934814,2033.741699
1100,0,0.724933,2.038366,0.029086,434.090302,-1223.256470,2033.752930
1101,0,0.724836,2.038330,0.029009,434.748718,-1223.571533,2033.756714
1102,0,0.724786,2.038369,0.029106,435.401581,-1223.875122,2033.763184
1103,0,0.724938,2.038299,0.029069,436.057037,-1224.187622,2033.770996
1104,0,0.724891,2.038369,0.029078,436.707886,-1224.505005,2033.774902
1105,0,0.724794,2.038226,0.028961,437.373657,-1224.821777,2033.781494
1106,0,0.724787,2.038295,0.029075,438.031769,-1225.137085,2033.778687
1107,0,0.724882,2.038291,0.029083,438.685333,-1225.442383,2033.779907
1108,0,0.724890,2.038306,0.029119,439.343018,-1225.768921,2033.778442
1109,0,0.724757,2.038336,0.029161,439.995117,-1226.075195,2033.780762
1110,0,0.724838,2.038259,0.029057,440.657013,-1226.385620,2033.768188
1111,0,0.724887,2.038338,0.029222,441.305939,-1226.697876,2033.762451
1112,0,0.724875,2.038279,0.029064,441.949768,-1226.991577,2033.748657
1113,0,0.724944,2.038363,0.029192,442.611389,-1227.315063,2033.745483
1114,0,0.724838,2.038288,0.029060,443.267731,-1227.621216,2033.736694
1115,0,0.724952,2.038388,0.029262,443.931061,-1227.941528,2033.726196
1116,0,0.724908,2.038389,0.029130,444.575409,-1228.241455,2033.727417
1117,0,0.724903,2.038377,0.029069,445.230072,-1228.567261,2033.723145
1118,0,0.724886,2.038384,0.029186,445.886200,-1228.877197,2033.723877
1119,0,0.724874,2.038379,0.029093,446.538391,-1229.187866,2033.717407
1120,0,0.724969,2.038410,0.029296,447.181030,-1229.501587,2033.727173
1121,0,0.724937,2.038368,0.029119,447.832977,-1229.815552,2033.726685
1122,0,0.724892,2.038385,0.029278,448.492188,-1230.148804,2033.736938
1123,0,0.724952,2.038282,0.029104,449.140778,-1230.448120,2033.739746
1124,0,0.724920,2.038352,0.029253,449.788239,-1230.754517,2033.739380
1125,0,0.724937,2.038379,0.029155,450.427979,-1231.062988,2033.741699
1126,0,0.724891,2.038340,0.029076,451.081268,-1231.374390,2033.746948
1127,0,0.724933,2.038375,0.029260,451.726929,-1231.674072,2033.749146
1128,0,0.724871,2.038350,0.029213,452.375519,-1231.978760,2033.742676
1129,0,0.724991,2.038411,0.029177,453.021942,-1232.305908,2033.733887
1130,0,0.724983,2.038314,0.029015,453.671326,-1232.621338,2033.727905
1131,0,0.724896,2.038387,0.029244,454.311920,-1232.922363,2033.725708
1132,0,0.725026,2.038333,0.029187,454.962219,-1233.223145,2033.719116
1133,0,0.724905,2.038423,0.029246,455.597534,-1233.531372,2033.714722
1134,0,0.725110,2.038380,0.029242,456.246490,-1233.846924,2033.708374
1135,0,0.724966,2.038328,0.029199,456.883881,-1234.135132,2033.709106
1136,0,0.725057,2.038347,0.029272,457.528290,-1234.445801,2033.710449
1137,0,0.724957,2.038349,0.029269,458.161041,-1234.747192,2033.713135
1138,0,0.725085,2.038414,0.029312,458.797241,-1235.053101,2033.709229
1139,0,0.724991,2.038335,0.029212,459.436310,-1235.365234,2033.710693
1140,0,0.724905,2.038318,0.029286,460.071411,-1235.664673,2033.708374
1141,0,0.724912,2.038404,0.029381,460.715607,-1235.980347,2033.701904
1142,0,0.724992,2.038377,0.029218,461.340088,-1236.283569,2033.700928
1143,0,0.725027,2.038416,0.029238,461.982697,-1236.606323,2033.697388
1144,0,0.724912,2.038293,0.029219,462.614044,-1236.891724,2033.705200
1145,0,0.724968,2.038406,0.029283,463.249817,-1237.199219,2033.693970
1146,0,0.724927,2.038385,0.029217,463.870514,-1237.492676,2033.694946
1147,0,0.725045,2.038458,0.029156,464.499573,-1237.788940,2033.686890
1148,0,0.724977,2.038404,0.029220,465.125519,-1238.088379,2033.685913
1149,0,0.724960,2.038399,0.029216,465.764008,-1238.398438,2033.677124
1150,0,0.725019,2.038455,0.029282,466.387299,-1238.705322,2033.678345
1151,0,0.725037,2.038398,0.029082,467.014465,-1239.010620,2033.674683
1152,0,0.725050,2.038461,0.029232,467.643280,-1239.314697,2033.680908
1153,0,0.724933,2.038349,0.029142,468.267212,-1239.604126,2033.687866
1154,0,0.725003,2.038428,0.029234,468.896027,-1239.911255,2033.690430
1155,0,0.724963,2.038385,0.029155,469.516266,-1240.209351,2033.694702
1156,0,0.724989,2.038400,0.029102,470.145477,-1240.517822,2033.693359
1157,0,0.724933,2.038426,0.029202,470.785919,-1240.828735,2033.693970
1158,0,0.724891,2.038412,0.029205,471.412292,-1241.132080,2033.679932
1159,0,0.724991,2.038433,0.029195,472.038971,-1241.428589,2033.684937
1160,0,0.724978,2.038418,0.029004,472.673492,-1241.730469,2033.675171
1161,0,0.724986,2.038452,0.029215,473.305084,-1242.038940,2033.675903
1162,0,0.724907,2.038424,0.029150,473.928284,-1242.322021,2033.663940
1163,0,0.724989,2.038519,0.029065,474.558563,-1242.630615,2033.651855
1164,0,0.725014,2.038424,0.029061,475.181641,-1242.923096,2033.658447
1165,0,0.724920,2.038433,0.029019,475.813934,-1243.215576,2033.647339
1166,0,0.724931,2.038466,0.029230,476.434692,-1243.517822,2033.651855
1167,0,0.724986,2.038471,0.029046,477.055023,-1243.806885,2033.640381
1168,0,0.725089,2.038516,0.029158,477.678833,-1244.125366,2033.635132
1169,0,0.724962,2.038429,0.029013,478.296295,-1244.413818,2033.636353
1170,0,0.724942,2.038497,0.029095,478.917603,-1244.708984,2033.631592
1171,0,0.724990,2.038461,0.029121,479.533325,-1245.006958,2033.636108
1172,0,0.724984,2.038542,0.029060,480.148346,-1245.302246,2033.625122
1173,0,0.725039,2.038453,0.029107,480.766632,-1245.589233,2033.643433
1174,0,0.724907,2.038442,0.029070,481.382233,-1245.876709,2033.640381
1175,0,0.725026,2.038494,0.029183,482.004395,-1246.168701,2033.638916
1176,0,0.725045,2.038400,0.029046,482.608063,-1246.465454,2033.642822
1177,0,0.725077,2.038498,0.029081,483.228821,-1246.772217,2033.638916
1178,0,0.725016,2.038413,0.029158,483.843811,-1247.072632,2033.653320
1179,0,0.724952,2.038471,0.029129,484.461975,-1247.359985,2033.640869
1180,0,0.725142,2.038393,0.029141,485.073608,-1247.654541,2033.646362
1181,0,0.724989,2.038456,0.028991,485.671570,-1247.949829,2033.638672
1182,0,0.725060,2.038493,0.029227,486.293060,-1248.241821,2033.640137
1183,0,0.724952,2.038416,0.029115,486.895233,-1248.521729,2033.632324
1184,0,0.725081,2.038514,0.029238,487.509216,-1248.823242,2033.630859
1185,0,0.725071,2.038413,0.029017,488.116150,-1249.118774,2033.626587
1186,0,0.725015,2.038517,0.029183,488.737030,-1249.424805,2033.615601
1187,0,0.724974,2.038439,0.029212,489.346222,-1249.706177,2033.618408
1188,0,0.724942,2.038481,0.029178,489.958160,-1250.016968,2033.608154
1189,0,0.725064,2.038475,0.029162,490.557220,-1250.288940,2033.608887
1190,0,0.724984,2.038439,0.029163,491.172333,-1250.591919,2033.603882
1191,0,0.725014,2.038461,0.029345,491.775574,-1250.878540,2033.608154
1192,0,0.724930,2.038418,0.029165,492.386414,-1251.167114,2033.608887
1193,0,0.725047,2.038458,0.029189,492.984528,-1251.442383,2033.609863
1194,0,0.725045,2.038407,0.029194,493.594940,-1251.747070,2033.609863
1195,0,0.725026,2.038418,0.029135,494.191620,-1252.031860,2033.602051
1196,0,0.725097,2.038429,0.029260,494.797028,-1252.322266,2033.605835
1197,0,0.725123,2.038453,0.029083,495.392731,-1252.614746,2033.593384
1198,0,0.725171,2.038505,0.029220,495.997742,-1252.924072,2033.589111
1199,0,0.725117,2.038441,0.029141,496.592468,-1253.202759,2033.585083
1200,0,0.725167,2.038510,0.029268,497.197144,-1253.504272,2033.581055
1201,0,0.725164,2.038479,0.029187,497.782562,-1253.773071,2033.587158
1202,0,0.725224,2.038533,0.029208,498.383606,-1254.069946,2033.581543
1203,0,0.725176,2.038467,0.029258,498.967041,-1254.329102,2033.593872
1204,0,0.725026,2.038524,0.029236,499.560791,-1254.600342,2033.592285
1205,0,0.725056,2.038549,0.029300,500.143280,-1254.875122,2033.596558
1206,0,0.724983,2.038516,0.029085,500.737854,-1255.163330,2033.589355
1207,0,0.725030,2.038568,0.029298,501.322998,-1255.438599,2033.596313
1208,0,0.724898,2.038496,0.029201,501.921844,-1255.717529,2033.593872
1209,0,0.724987,2.038523,0.029275,502.501740,-1256.003540,2033.593140
1210,0,0.724982,2.038532,0.029159,503.087158,-1256.281250,2033.592896
1211,0,0.725052,2.038521,0.029223,503.670990,-1256.555054,2033.597412
1212,0,0.724925,2.038535,0.029316,504.269958,-1256.848267,2033.602051
1213,0,0.724936,2.038518,0.029222,504.855927,-1257.116943,2033.601562
1214,0,0.725074,2.038586,0.029255,505.450378,-1257.422729,2033.601074
1215,0,0.724964,2.038478,0.029183,506.035278,-1257.688232,2033.594849
1216,0,0.725027,2.038536,0.029294,506.631836,-1257.972412,2033.590820
1217,0,0.724976,2.038503,0.029179,507.223480,-1258.252075,2033.582153
1218,0,0.725019,2.038555,0.029253,507.814941,-1258.554443,2033.582397
1219,0,0.725093,2.038561,0.029144,508.397583,-1258.820923,2033.574585
1220,0,0.725130,2.038530,0.029295,508.993866,-1259.106445,2033.574585
1221,0,0.725047,2.038539,0.029197,509.582458,-1259.382324,2033.567871
1222,0,0.725028,2.038555,0.029203,510.161285,-1259.663330,2033.562134
1223,0,0.725147,2.038589,0.029168,510.738190,-1259.937500,2033.551270
1224,0,0.725090,2.038541,0.029143,511.328949,-1260.216919,2033.549316
1225,0,0.725032,2.038543,0.029256,511.909607,-1260.496460,2033.550537
1226,0,0.725117,2.038522,0.029112,512.488647,-1260.767944,2033.558105
1227,0,0.725139,2.038549,0.029091,513.059814,-1261.048340,2033.556641
1228,0,0.725153,2.038532,0.029111,513.632263,-1261.309570,2033.554810
1229,0,0.725049,2.038479,0.029151,514.211487,-1261.583984,2033.555298
1230,0,0.725069,2.038530,0.029167,514.799988,-1261.874268,2033.545044
1231,0,0.725151,2.038483,0.029025,515.366699,-1262.143433,2033.545532
1232,0,0.725150,2.038569,0.029186,515.938416,-1262.427490,2033.545532
1233,0,0.725022,2.038446,0.029121,516.523499,-1262.701538,2033.545044
1234,0,0.725027,2.038481,0.029192,517.099121,-1262.976318,2033.544800
1235,0,0.725036,2.038451,0.028977,517.668152,-1263.253052,2033.538818
1236,0,0.725046,2.038528,0.029105,518.232971,-1263.522705,2033.541870
1237,0,0.725089,2.038524,0.029116,518.809021,-1263.795410,2033.532593
1238,0,0.725017,2.038451,0.029079,519.378418,-1264.056396,2033.538818
1239,0,0.725005,2.038573,0.029071,519.942383,-1264.336548,2033.528320
1240,0,0.725133,2.038554,0.029052,520.515808,-1264.617432,2033.520020
1241,0,0.725023,2.038633,0.029162,521.083862,-1264.882202,2033.518311
1242,0,0.725007,2.038562,0.029137,521.663513,-1265.155151,2033.517822
1243,0,0.725054,2.038625,0.029137,522.223145,-1265.429321,2033.514282
1244,0,0.725137,2.038620,0.029152,522.790405,-1265.698608,2033.510498
1245,0,0.725047,2.038627,0.029109,523.361694,-1265.966309,2033.508301
1246,0,0.725086,2.038614,0.029242,523.931702,-1266.247314,2033.506104
1247,0,0.725045,2.038605,0.029056,524.488770,-1266.507690,2033.501831
1248,0,0.725121,2.038692,0.029122,525.046204,-1266.777832,2033.497803
1249,0,0.725121,2.038640,0.029058,525.612976,-1267.042969,2033.488770
1250,0,0.725009,2.038694,0.029239,526.178101,-1267.314331,2033.493286
1251,0,0.725077,2.038627,0.029099,526.735596,-1267.576660,2033.490601
1252,0,0.725035,2.038640,0.029076,527.286255,-1267.844849,2033.493286
1253,0,0.725196,2.038621,0.029072,527.850464,-1268.120117,2033.489258
1254,0,0.725020,2.038601,0.029147,528.398926,-1268.372925,2033.491821
1255,0,0.725127,2.038641,0.029237,528.962769,-1268.671509,2033.495605
1256,0,0.725090,2.038646,0.029038,529.511169,-1268.921387,2033.493286
1257,0,0.725147,2.038601,0.029202,530.054749,-1269.182373,2033.499756
1258,0,0.725148,2.038602,0.029151,530.605347,-1269.434204,2033.485352
1259,0,0.725035,2.038606,0.029240,531.155029,-1269.691406,2033.496826
1260,0,0.725158,2.038594,0.029102,531.710327,-1269.957764,2033.483521
1261,0,0.725135,2.038612,0.029140,532.252380,-1270.212036,2033.493774
1262,0,0.725168,2.038604,0.029134,532.809875,-1270.475098,2033.485229
1263,0,0.725053,2.038579,0.029188,533.358826,-1270.740112,2033.491089
1264,0,0.725165,2.038550,0.029122,533.905518,-1270.992432,2033.491577
1265,0,0.725164,2.038635,0.029092,534.457153,-1271.265381,2033.484985
1266,0,0.725108,2.038639,0.029266,534.997681,-1271.518311,2033.491089
1267,0,0.725091,2.038634,0.029076,535.565063,-1271.802612,2033.472290
1268,0,0.725169,2.038598,0.029139,536.099548,-1272.046387,2033.487061
1269,0,0.725123,2.038632,0.029035,536.660461,-1272.334717,2033.474243
1270,0,0.725047,2.038615,0.029208,537.202148,-1272.583984,2033.478760
1271,0,0.725165,2.038672,0.029223,537.753601,-1272.844482,2033.466064
1272,0,0.725120,2.038607,0.029129,538.296753,-1273.105225,2033.465576
1273,0,0.725189,2.038577,0.029203,538.834717,-1273.365967,2033.468994
1274,0,0.725130,2.038686,0.029119,539.388489,-1273.632690,2033.458008
1275,0,0.725094,2.038663,0.029274,539.920532,-1273.876343,2033.460327
1276,0,0.725157,2.038626,0.029153,540.477051,-1274.154785,2033.444824
1277,0,0.725148,2.038629,0.029183,541.007751,-1274.397339,2033.446533
1278,0,0.725156,2.038636,0.029162,541.558350,-1274.675171,2033.440308
1279,0,0.725121,2.038680,0.029168,542.087769,-1274.926270,2033.436035
1280,0,0.725157,2.038646,0.029143,542.632385,-1275.184937,2033.445557
1281,0,0.725132,2.038621,0.029100,543.164246,-1275.441772,2033.444824
1282,0,0.725144,2.038593,0.029201,543.690613,-1275.677979,2033.453003
1283,0,0.725158,2.038653,0.029120,544.230042,-1275.947144,2033.440552
1284,0,0.725112,2.038616,0.029270,544.756714,-1276.187866,2033.454468
1285,0,0.725167,2.038631,0.029094,545.295471,-1276.456787,2033.445312
1286,0,0.725190,2.038578,0.029119,545.821167,-1276.704834,2033.452515
1287,0,0.725259,2.038619,0.029130,546.361084,-1276.959839,2033.455566
1288,0,0.725281,2.038634,0.029161,546.884949,-1277.206543,2033.454834
1289,0,0.725251,2.038633,0.029104,547.415039,-1277.461792,2033.458984
1290,0,0.725316,2.038596,0.029035,547.941223,-1277.710449,2033.464233
1291,0,0.725184,2.038600,0.029051,548.472839,-1277.958130,2033.458496
1292,0,0.725290,2.038571,0.029204,548.997375,-1278.195068,2033.458008
1293,0,0.725279,2.038635,0.029142,549.520691,-1278.444702,2033.455322
1294,0,0.725266,2.038633,0.029139,550.043762,-1278.712036,2033.457764
1295,0,0.725271,2.038624,0.029068,550.583313,-1278.971558,2033.440796
1296,0,0.725218,2.038657,0.029228,551.099792,-1279.203613,2033.447510
1297,0,0.725308,2.038642,0.029062,551.622620,-1279.443481,2033.430542
1298,0,0.725200,2.038632,0.029113,552.153198,-1279.713745,2033.431763
1299,0,0.725240,2.038603,0.029103,552.671814,-1279.960449,2033.428955
1300,0,0.725197,2.038639,0.029171,553.197815,-1280.212280,2033.429565
1301,0,0.725215,2.038663,0.029134,553.716248,-1280.453735,2033.425537
1302,0,0.725318,2.038712,0.029127,554.232239,-1280.707764,2033.415771
1303,0,0.725218,2.038729,0.029144,554.748169,-1280.955200,2033.416504
1304,0,0.725254,2.038700,0.029189,555.266968,-1281.210083,2033.408936
1305,0,0.725239,2.038745,0.029157,555.779236,-1281.451050,2033.419800
1306,0,0.725274,2.038759,0.029108,556.289612,-1281.698486,2033.416748
1307,0,0.725211,2.038720,0.029127,556.797180,-1281.948853,2033.427002
1308,0,0.725236,2.038694,0.029140,557.313721,-1282.195312,2033.434814
1309,0,0.725187,2.038738,0.029192,557.822937,-1282.435303,2033.429443
1310,0,0.725257,2.038725,0.029151,558.324097,-1282.682495,2033.438477
1311,0,0.725286,2.038716,0.029021,558.840088,-1282.931885,2033.435303
1312,0,0.725204,2.038681,0.029177,559.337463,-1283.166992,2033.447754
1313,0,0.725269,2.038719,0.029160,559.847900,-1283.401855,2033.444702
1314,0,0.725314,2.038701,0.029198,560.347229,-1283.646606,2033.452271
1315,0,0.725229,2.038700,0.029091,560.848999,-1283.896362,2033.444824
1316,0,0.725155,2.038714,0.029174,561.355530,-1284.134399,2033.448486
1317,0,0.725198,2.038696,0.029152,561.863770,-1284.373657,2033.446533
1318,0,0.725220,2.038723,0.029171,562.355713,-1284.598999,2033.443970
1319,0,0.725278,2.038703,0.028998,562.861084,-1284.841919,2033.432251
1320,0,0.725200,2.038711,0.029097,563.369202,-1285.099121,2033.427734
1321,0,0.725209,2.038682,0.029167,563.865784,-1285.321655,2033.434204
1322,0,0.725186,2.038718,0.029080,564.373047,-1285.567871,2033.426270
1323,0,0.725239,2.038733,0.029108,564.869934,-1285.807983,2033.434448
1324,0,0.725277,2.038710,0.029009,565.380493,-1286.056763,2033.427734
1325,0,0.725136,2.038763,0.029238,565.879150,-1286.292969,2033.421509
1326,0,0.725289,2.038717,0.029116,566.386292,-1286.530640,2033.413452
1327,0,0.725229,2.038804,0.029116,566.876099,-1286.767700,2033.410034
1328,0,0.725240,2.038768,0.029060,567.374390,-1287.007568,2033.398438
1329,0,0.725161,2.038723,0.029100,567.876648,-1287.242798,2033.397461
1330,0,0.725224,2.038774,0.029148,568.370483,-1287.479370,2033.398682
1331,0,0.725346,2.038748,0.029047,568.869141,-1287.713745,2033.394531
1332,0,0.725253,2.038808,0.029041,569.357788,-1287.961182,2033.395264
1333,0,0.725264,2.038790,0.029140,569.862122,-1288.206909,2033.399780
1334,0,0.724007,2.039597,0.029372,570.716431,-1288.986450,2033.398193
1335,0,0.724195,2.039534,0.029329,571.216553,-1289.236938,2033.395020
1336,0,0.724118,2.039602,0.029278,571.701111,-1289.468750,2033.385986
1337,0,0.724160,2.039561,0.029433,572.197632,-1289.712280,2033.391479
