Objects
300
,,Global Angle abb4400_tcp:abb4400_tcp,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
2690,0,0.725944,2.038723,0.030295,838.820679,-718.241272,1401.989380
2691,0,0.726087,2.038747,0.030345,838.096313,-717.887817,1401.995483
2692,0,0.725942,2.038691,0.030402,837.361328,-717.525513,1402.014404
2693,0,0.725929,2.038684,0.030450,836.644592,-717.191040,1402.024658
2694,0,0.725964,2.038707,0.030318,835.913696,-716.835999,1402.029541
2695,0,0.725915,2.038768,0.030479,835.174255,-716.481812,1402.032959
2696,0,0.726029,2.038727,0.030451,834.457581,-716.131836,1402.027222
2697,0,0.725829,2.038725,0.030463,833.725464,-715.796692,1402.022339
2698,0,0.725991,2.038701,0.030297,833.005432,-715.459412,1402.005859
2699,0,0.725928,2.038742,0.030379,832.274841,-715.108154,1401.995605
2700,0,0.726030,2.038766,0.030447,831.550781,-714.765930,1401.974731
2701,0,0.725920,2.038794,0.030402,830.831848,-714.419861,1401.961548
2702,0,0.725934,2.038741,0.030362,830.099731,-714.065247,1401.957886
2703,0,0.725984,2.038812,0.030320,829.380005,-713.720032,1401.948608
2704,0,0.725953,2.038828,0.030431,828.651917,-713.373352,1401.940063
2705,0,0.726029,2.038810,0.030377,827.943909,-713.040283,1401.934814
2706,0,0.725886,2.038795,0.030382,827.213135,-712.696289,1401.937134
2707,0,0.726022,2.038821,0.030316,826.503601,-712.358704,1401.928833
2708,0,0.725951,2.038862,0.030425,825.770264,-711.994263,1401.935181
2709,0,0.726036,2.038788,0.030436,825.058350,-711.652344,1401.934692
2710,0,0.725907,2.038824,0.030389,824.332642,-711.299805,1401.951294
2711,0,0.725954,2.038769,0.030375,823.610229,-710.962158,1401.954590
2712,0,0.725993,2.038755,0.030368,822.897217,-710.611450,1401.967896
2713,0,0.725874,2.038800,0.030489,822.168091,-710.234802,1401.982056
2714,0,0.725984,2.038750,0.030433,821.453674,-709.888123,1401.990601
2715,0,0.725814,2.038762,0.030462,820.719116,-709.527832,1402.008179
2716,0,0.725866,2.038735,0.030364,819.996948,-709.185303,1401.998535
2717,0,0.725986,2.038751,0.030506,819.284485,-708.844727,1402.004639
2718,0,0.725781,2.038666,0.030427,818.563538,-708.503662,1401.999146
2719,0,0.725871,2.038607,0.030347,817.837646,-708.165405,1402.015869
2720,0,0.725782,2.038737,0.030337,817.113892,-707.826843,1402.002808
2721,0,0.725982,2.038648,0.030425,816.387207,-707.474121,1402.004395
2722,0,0.725815,2.038673,0.030486,815.651367,-707.112610,1402.013306
2723,0,0.725886,2.038678,0.030300,814.927795,-706.772339,1402.015137
2724,0,0.725888,2.038675,0.030414,814.190125,-706.425110,1402.018921
2725,0,0.725915,2.038730,0.030377,813.466553,-706.071472,1402.015137
2726,0,0.725863,2.038737,0.030520,812.740295,-705.716797,1402.027588
2727,0,0.725810,2.038724,0.030459,812.019897,-705.375671,1402.023193
2728,0,0.725865,2.038764,0.030481,811.289001,-705.030090,1402.030884
2729,0,0.725890,2.038749,0.030559,810.562256,-704.680725,1402.021729
2730,0,0.725866,2.038775,0.030491,809.851685,-704.336792,1402.019043
2731,0,0.725901,2.038656,0.030522,809.132202,-703.992249,1402.026245
2732,0,0.725807,2.038656,0.030272,808.419739,-703.663940,1402.017334
2733,0,0.725993,2.038715,0.030527,807.704956,-703.321777,1402.027466
2734,0,0.725815,2.038772,0.030406,806.985718,-702.974182,1402.001221
2735,0,0.726039,2.038653,0.030542,806.278992,-702.644714,1402.019409
2736,0,0.725710,2.038675,0.030303,805.558899,-702.306702,1402.005127
2737,0,0.726063,2.038660,0.030428,804.836792,-701.948792,1402.019653
2738,0,0.725925,2.038746,0.030414,804.112366,-701.598389,1402.011963
2739,0,0.725969,2.038705,0.030443,803.392151,-701.260010,1402.016724
2740,0,0.726016,2.038647,0.030418,802.663513,-700.907104,1402.031616
2741,0,0.725834,2.038698,0.030368,801.948975,-700.556519,1402.025391
2742,0,0.725968,2.038713,0.030593,801.203308,-700.186157,1402.039551
2743,0,0.725967,2.038745,0.030455,800.484985,-699.833130,1402.033936
2744,0,0.725975,2.038714,0.030485,799.764343,-699.486328,1402.044678
2745,0,0.725802,2.038684,0.030419,799.035828,-699.140991,1402.047363
2746,0,0.725900,2.038781,0.030511,798.317627,-698.794067,1402.045776
2747,0,0.725914,2.038705,0.030498,797.593750,-698.440552,1402.047363
2748,0,0.725737,2.038698,0.030337,796.869568,-698.103821,1402.040039
2749,0,0.725859,2.038639,0.030402,796.148499,-697.742004,1402.052490
2750,0,0.725849,2.038698,0.030313,795.422791,-697.382935,1402.034302
2751,0,0.725868,2.038701,0.030535,794.693970,-697.024841,1402.040527
2752,0,0.725882,2.038643,0.030376,793.982483,-696.686035,1402.036987
2753,0,0.725635,2.038720,0.030333,793.255920,-696.332092,1402.033325
2754,0,0.725918,2.038678,0.030411,792.544434,-695.993347,1402.047485
2755,0,0.725708,2.038788,0.030311,791.820435,-695.647766,1402.033081
2756,0,0.726079,2.038704,0.030504,791.102234,-695.290344,1402.059814
2757,0,0.725803,2.038767,0.030231,790.383423,-694.957825,1402.046143
2758,0,0.725972,2.038716,0.030439,789.663757,-694.615906,1402.056885
2759,0,0.725888,2.038730,0.030306,788.937622,-694.276794,1402.041748
2760,0,0.725894,2.038822,0.030465,788.216125,-693.921204,1402.053345
2761,0,0.726049,2.038679,0.030254,787.501343,-693.584290,1402.049316
2762,0,0.725745,2.038752,0.030328,786.778442,-693.238770,1402.045288
2763,0,0.726084,2.038657,0.030484,786.057495,-692.881409,1402.049438
2764,0,0.725914,2.038798,0.030431,785.327637,-692.544617,1402.037598
2765,0,0.725881,2.038728,0.030476,784.603760,-692.196838,1402.036499
2766,0,0.725968,2.038680,0.030377,783.882629,-691.875671,1402.033325
2767,0,0.725821,2.038747,0.030373,783.156677,-691.521118,1402.020142
2768,0,0.726155,2.038629,0.030473,782.438171,-691.184204,1402.030273
2769,0,0.725762,2.038744,0.030383,781.702881,-690.837769,1402.018188
2770,0,0.726132,2.038620,0.030376,780.996277,-690.495911,1402.039185
2771,0,0.725659,2.038666,0.030297,780.258972,-690.159607,1402.021362
2772,0,0.726049,2.038703,0.030490,779.536316,-689.794312,1402.041138
2773,0,0.726000,2.038704,0.030361,778.807800,-689.452209,1402.051392
2774,0,0.725813,2.038663,0.030426,778.081177,-689.100220,1402.059570
2775,0,0.725998,2.038544,0.030391,777.362061,-688.749023,1402.070923
2776,0,0.725813,2.038751,0.030471,776.621399,-688.382996,1402.070190
2777,0,0.726199,2.038633,0.030479,775.905334,-688.031921,1402.089111
2778,0,0.725727,2.038662,0.030395,775.173889,-687.686890,1402.091431
2779,0,0.726027,2.038578,0.030459,774.477112,-687.345581,1402.102173
2780,0,0.725809,2.038580,0.030341,773.736389,-686.997864,1402.087769
2781,0,0.726009,2.038685,0.030420,773.021851,-686.648193,1402.083496
2782,0,0.725952,2.038640,0.030281,772.301025,-686.291504,1402.081299
2783,0,0.725830,2.038601,0.030374,771.577209,-685.939880,1402.084717
2784,0,0.725953,2.038592,0.030306,770.869263,-685.587280,1402.079102
2785,0,0.725871,2.038664,0.030410,770.130920,-685.234436,1402.078857
2786,0,0.726004,2.038685,0.030364,769.419495,-684.884094,1402.077026
2787,0,0.725929,2.038595,0.030270,768.694458,-684.547607,1402.071899
2788,0,0.725864,2.038646,0.030306,767.972717,-684.183838,1402.073486
2789,0,0.726027,2.038660,0.030429,767.243835,-683.826233,1402.077881
2790,0,0.725861,2.038730,0.030341,766.510986,-683.469482,1402.064697
2791,0,0.726098,2.038654,0.030402,765.806946,-683.126587,1402.082031
2792,0,0.725753,2.038688,0.030348,765.072021,-682.782593,1402.072754
2793,0,0.726078,2.038680,0.030415,764.367249,-682.431213,1402.080933
2794,0,0.725913,2.038709,0.030328,763.634766,-682.096619,1402.071655
2795,0,0.725995,2.038701,0.030307,762.922180,-681.738708,1402.074707
2796,0,0.725857,2.038658,0.030291,762.195312,-681.394287,1402.072876
2797,0,0.725953,2.038674,0.030285,761.472595,-681.037354,1402.066284
2798,0,0.726116,2.038709,0.030459,760.747925,-680.687378,1402.068481
2799,0,0.725840,2.038722,0.030231,760.022522,-680.346497,1402.058350
2800,0,0.726012,2.038647,0.030318,759.320923,-680.003357,1402.073486
2801,0,0.725715,2.038701,0.030288,758.584045,-679.641724,1402.065796
2802,0,0.726003,2.038727,0.030371,757.867371,-679.290039,1402.077759
2803,0,0.725828,2.038716,0.030367,757.133484,-678.931213,1402.082520
2804,0,0.725796,2.038702,0.030348,756.409851,-678.584778,1402.084717
2805,0,0.725824,2.038687,0.030397,755.681824,-678.225037,1402.101196
2806,0,0.725700,2.038733,0.030314,754.955261,-677.890320,1402.087769
2807,0,0.725964,2.038750,0.030447,754.236328,-677.535461,1402.108765
2808,0,0.725657,2.038710,0.030345,753.510620,-677.191467,1402.106934
2809,0,0.725805,2.038626,0.030429,752.796936,-676.845276,1402.118042
2810,0,0.725777,2.038710,0.030500,752.063660,-676.483337,1402.117310
2811,0,0.725786,2.038755,0.030422,751.335999,-676.133911,1402.109985
2812,0,0.725867,2.038701,0.030436,750.619995,-675.785095,1402.123413
2813,0,0.725659,2.038639,0.030264,749.912292,-675.455811,1402.114990
2814,0,0.725876,2.038586,0.030461,749.203918,-675.102661,1402.119141
2815,0,0.725781,2.038696,0.030367,748.479065,-674.758179,1402.108643
2816,0,0.725921,2.038625,0.030388,747.759583,-674.402405,1402.112061
2817,0,0.725806,2.038649,0.030428,747.038879,-674.063416,1402.105713
2818,0,0.725823,2.038595,0.030336,746.323242,-673.714783,1402.100830
2819,0,0.725821,2.038594,0.030450,745.594910,-673.372009,1402.095703
2820,0,0.725869,2.038648,0.030340,744.871094,-673.023254,1402.093384
2821,0,0.725939,2.038668,0.030333,744.156433,-672.667786,1402.097900
2822,0,0.725824,2.038588,0.030422,743.429626,-672.323608,1402.099243
2823,0,0.725816,2.038623,0.030501,742.703003,-671.966125,1402.100586
2824,0,0.725982,2.038681,0.030460,741.967041,-671.612061,1402.102173
2825,0,0.725817,2.038693,0.030373,741.235107,-671.264954,1402.108276
2826,0,0.725871,2.038623,0.030434,740.520203,-670.922913,1402.107788
2827,0,0.725814,2.038620,0.030448,739.798645,-670.577393,1402.110107
2828,0,0.725984,2.038696,0.030465,739.075684,-670.233765,1402.111938
2829,0,0.725949,2.038673,0.030405,738.350708,-669.899658,1402.105469
2830,0,0.725935,2.038629,0.030542,737.638367,-669.552429,1402.115234
2831,0,0.725867,2.038607,0.030465,736.908325,-669.192688,1402.115234
2832,0,0.725967,2.038611,0.030384,736.175537,-668.842285,1402.127075
2833,0,0.725963,2.038661,0.030359,735.452698,-668.483948,1402.131714
2834,0,0.725984,2.038600,0.030384,734.735474,-668.152161,1402.146851
2835,0,0.725858,2.038586,0.030442,734.017212,-667.802612,1402.148560
2836,0,0.726020,2.038588,0.030483,733.296204,-667.471802,1402.156006
2837,0,0.725889,2.038672,0.030483,732.557312,-667.107300,1402.171875
2838,0,0.726038,2.038613,0.030475,731.834900,-666.759949,1402.177979
2839,0,0.725865,2.038588,0.030489,731.103882,-666.407166,1402.190796
2840,0,0.725893,2.038638,0.030514,730.376587,-666.056458,1402.192383
2841,0,0.725983,2.038637,0.030414,729.658081,-665.722046,1402.187134
2842,0,0.725988,2.038597,0.030531,728.950745,-665.382935,1402.194824
2843,0,0.725842,2.038532,0.030531,728.229919,-665.036804,1402.194458
2844,0,0.725985,2.038548,0.030525,727.510803,-664.687622,1402.199219
2845,0,0.725944,2.038642,0.030399,726.776428,-664.336426,1402.182495
2846,0,0.725940,2.038589,0.030419,726.053101,-663.987488,1402.183472
2847,0,0.725852,2.038603,0.030379,725.338562,-663.633118,1402.174438
2848,0,0.725822,2.038561,0.030454,724.619141,-663.301575,1402.166748
2849,0,0.725983,2.038625,0.030384,723.907532,-662.965454,1402.160034
2850,0,0.725976,2.038627,0.030371,723.188660,-662.630066,1402.164429
2851,0,0.725902,2.038543,0.030475,722.471497,-662.281433,1402.167847
2852,0,0.725789,2.038614,0.030501,721.746216,-661.932800,1402.171875
2853,0,0.725948,2.038587,0.030446,721.009705,-661.569336,1402.180420
2854,0,0.725990,2.038698,0.030443,720.285339,-661.225281,1402.172607
2855,0,0.725909,2.038584,0.030496,719.575806,-660.885193,1402.178711
2856,0,0.725837,2.038549,0.030456,718.866882,-660.553589,1402.178711
2857,0,0.725939,2.038626,0.030448,718.140869,-660.198242,1402.188721
2858,0,0.725895,2.038685,0.030389,717.407898,-659.852539,1402.180054
2859,0,0.725989,2.038621,0.030514,716.683716,-659.492126,1402.192383
2860,0,0.725821,2.038524,0.030425,715.960876,-659.131653,1402.195801
2861,0,0.725992,2.038581,0.030565,715.229187,-658.782532,1402.196777
2862,0,0.726031,2.038618,0.030434,714.499512,-658.423279,1402.187866
2863,0,0.726051,2.038630,0.030495,713.785400,-658.081055,1402.188477
2864,0,0.725908,2.038513,0.030398,713.072632,-657.757751,1402.192017
2865,0,0.725866,2.038489,0.030321,712.346985,-657.400696,1402.195801
2866,0,0.726102,2.038549,0.030418,711.621033,-657.038513,1402.214600
2867,0,0.725960,2.038513,0.030273,710.887085,-656.691528,1402.208862
2868,0,0.726029,2.038506,0.030506,710.169617,-656.346802,1402.223999
2869,0,0.725854,2.038481,0.030360,709.445251,-655.996765,1402.224243
2870,0,0.726076,2.038547,0.030482,708.717468,-655.648682,1402.229004
2871,0,0.726068,2.038534,0.030377,707.991150,-655.300049,1402.220825
2872,0,0.725976,2.038516,0.030490,707.279724,-654.944580,1402.238281
2873,0,0.725978,2.038465,0.030562,706.562134,-654.592285,1402.247192
2874,0,0.725899,2.038527,0.030523,705.835693,-654.224426,1402.245239
2875,0,0.726046,2.038570,0.030703,705.110046,-653.873413,1402.242065
2876,0,0.725908,2.038547,0.030581,704.393799,-653.517395,1402.239868
2877,0,0.725914,2.038496,0.030571,703.682983,-653.172852,1402.235840
2878,0,0.725883,2.038494,0.030521,702.971558,-652.838989,1402.227905
2879,0,0.725950,2.038515,0.030506,702.255066,-652.494263,1402.223633
2880,0,0.725927,2.038517,0.030534,701.541443,-652.146362,1402.226807
2881,0,0.725835,2.038896,0.031038,701.729980,-653.025635,1400.763794
2882,0,0.726038,2.038889,0.031048,701.012268,-652.672852,1400.766235
2883,0,0.725889,2.038874,0.030963,700.279419,-652.335022,1400.752441
2884,0,0.726019,2.038912,0.031034,699.550415,-651.960449,1400.758911
2885,0,0.725932,2.038902,0.030983,698.812805,-651.601501,1400.770630
2886,0,0.725971,2.038877,0.031041,698.097656,-651.270264,1400.766602
2887,0,0.726039,2.038922,0.031021,697.358643,-650.902161,1400.778931
2888,0,0.725979,2.038967,0.031053,696.614319,-650.541565,1400.785767
2889,0,0.726180,2.038901,0.030982,695.900757,-650.208801,1400.777344
2890,0,0.725920,2.038916,0.030949,695.155640,-649.856201,1400.780762
2891,0,0.726122,2.038895,0.030971,694.432190,-649.506470,1400.778076
2892,0,0.726111,2.038934,0.030895,693.708801,-649.175110,1400.768921
2893,0,0.726064,2.038974,0.031020,692.973572,-648.819580,1400.773315
2894,0,0.726116,2.038887,0.030957,692.263550,-648.473450,1400.783203
2895,0,0.725940,2.038925,0.030932,691.531494,-648.127136,1400.786987
2896,0,0.726146,2.038893,0.030925,690.804932,-647.765991,1400.790894
2897,0,0.726072,2.038947,0.030909,690.075745,-647.420532,1400.799072
2898,0,0.726075,2.038902,0.030897,689.351562,-647.074341,1400.798706
2899,0,0.726140,2.038854,0.030914,688.626831,-646.725647,1400.811401
2900,0,0.726081,2.038944,0.030960,687.908386,-646.377136,1400.814209
2901,0,0.726237,2.038893,0.030991,687.189880,-646.037720,1400.819458
2902,0,0.726033,2.038902,0.031002,686.467163,-645.687439,1400.829102
2903,0,0.726173,2.038844,0.030981,685.759094,-645.342346,1400.838867
2904,0,0.726062,2.038910,0.030991,685.032593,-644.996765,1400.844604
2905,0,0.726206,2.038926,0.030974,684.309204,-644.628845,1400.844360
2906,0,0.726200,2.038886,0.031076,683.592651,-644.286011,1400.849854
2907,0,0.726031,2.038862,0.030978,682.884216,-643.953186,1400.841919
2908,0,0.726092,2.038840,0.030944,682.159546,-643.594971,1400.841797
2909,0,0.726118,2.038928,0.031009,681.425903,-643.245972,1400.833252
2910,0,0.726127,2.038911,0.030972,680.714417,-642.899231,1400.829956
2911,0,0.726106,2.038835,0.030949,679.986633,-642.548889,1400.830322
2912,0,0.726139,2.038875,0.030959,679.279175,-642.212402,1400.822388
2913,0,0.726042,2.038882,0.030982,678.551331,-641.860901,1400.814331
2914,0,0.726246,2.038900,0.030951,677.827026,-641.511414,1400.807373
2915,0,0.726153,2.038923,0.030923,677.099548,-641.165466,1400.806885
2916,0,0.726174,2.038851,0.030913,676.379517,-640.818604,1400.816162
2917,0,0.726196,2.038913,0.030934,675.649414,-640.455017,1400.826172
2918,0,0.726209,2.038909,0.031021,674.927368,-640.116333,1400.822510
2919,0,0.726212,2.038892,0.030998,674.208618,-639.773621,1400.834473
2920,0,0.726022,2.038845,0.030923,673.483093,-639.428162,1400.828125
2921,0,0.726286,2.038904,0.031071,672.766296,-639.087585,1400.838867
2922,0,0.726084,2.038956,0.030957,672.034363,-638.738037,1400.827026
2923,0,0.726318,2.038861,0.031044,671.304504,-638.393127,1400.844238
2924,0,0.726006,2.038938,0.030962,670.589294,-638.052246,1400.845703
2925,0,0.726159,2.038863,0.031016,669.872559,-637.715027,1400.850708
2926,0,0.726168,2.038919,0.031055,669.143738,-637.363220,1400.862671
2927,0,0.726183,2.038913,0.030988,668.418884,-637.008545,1400.859985
2928,0,0.726311,2.038841,0.031019,667.698608,-636.673950,1400.872314
2929,0,0.726006,2.038871,0.030951,666.972961,-636.319031,1400.870239
2930,0,0.726351,2.038780,0.031045,666.251221,-635.969421,1400.877930
2931,0,0.726151,2.038888,0.030991,665.521912,-635.629517,1400.877319
2932,0,0.726256,2.038864,0.031061,664.801270,-635.281860,1400.886353
2933,0,0.726217,2.038867,0.031033,664.077515,-634.929016,1400.892822
2934,0,0.726178,2.038847,0.031066,663.358704,-634.582703,1400.895386
2935,0,0.726268,2.038843,0.031063,662.626526,-634.215027,1400.904785
2936,0,0.726265,2.038937,0.031077,661.914551,-633.874023,1400.905151
2937,0,0.726246,2.038824,0.031058,661.198120,-633.525208,1400.907593
2938,0,0.726188,2.038829,0.031066,660.475891,-633.170776,1400.907471
2939,0,0.726387,2.038870,0.031007,659.765869,-632.836060,1400.903320
2940,0,0.726304,2.038857,0.031014,659.037781,-632.480225,1400.900146
2941,0,0.726335,2.038908,0.031000,658.317444,-632.126465,1400.896729
2942,0,0.726316,2.038843,0.030995,657.603882,-631.776245,1400.893311
2943,0,0.726309,2.038857,0.031070,656.874756,-631.426086,1400.885376
2944,0,0.726366,2.038874,0.031026,656.148743,-631.059448,1400.891235
2945,0,0.726287,2.038901,0.031013,655.430420,-630.722412,1400.879517
2946,0,0.726230,2.038904,0.031023,654.704102,-630.356750,1400.878784
2947,0,0.726271,2.038858,0.030959,653.970825,-629.997192,1400.880005
2948,0,0.726223,2.038903,0.031027,653.252930,-629.652405,1400.871948
2949,0,0.726403,2.038869,0.031049,652.519104,-629.284119,1400.888306
2950,0,0.726117,2.038922,0.031074,651.788086,-628.926208,1400.889404
2951,0,0.726318,2.038855,0.031065,651.065735,-628.589722,1400.892578
2952,0,0.726243,2.038908,0.031006,650.332825,-628.246338,1400.886108
2953,0,0.726273,2.038932,0.031053,649.597595,-627.889343,1400.893555
2954,0,0.726280,2.038888,0.031029,648.880737,-627.549133,1400.894775
2955,0,0.726173,2.038918,0.031096,648.146667,-627.190308,1400.903687
2956,0,0.726317,2.038849,0.031077,647.421692,-626.840393,1400.916748
2957,0,0.726247,2.038939,0.031016,646.689941,-626.493835,1400.919556
2958,0,0.726366,2.038892,0.031103,645.966675,-626.145752,1400.936768
2959,0,0.726138,2.038847,0.031026,645.239868,-625.796753,1400.942383
2960,0,0.726274,2.038834,0.031020,644.526672,-625.458008,1400.949219
2961,0,0.726241,2.038844,0.030927,643.789124,-625.103149,1400.947876
2962,0,0.726285,2.038857,0.031019,643.072815,-624.750732,1400.960327
2963,0,0.726258,2.038785,0.030981,642.354492,-624.416138,1400.962891
2964,0,0.726188,2.038809,0.030957,641.621582,-624.066101,1400.964966
2965,0,0.726396,2.038818,0.030998,640.902832,-623.710327,1400.973755
2966,0,0.726196,2.038853,0.030935,640.169067,-623.357971,1400.968018
2967,0,0.726334,2.038804,0.031040,639.455750,-623.007324,1400.977295
2968,0,0.726116,2.038804,0.031041,638.731262,-622.656799,1400.975220
2969,0,0.726290,2.038837,0.031021,638.004089,-622.315796,1400.973389
2970,0,0.726233,2.038877,0.030956,637.279541,-621.973022,1400.962036
2971,0,0.726142,2.038837,0.030957,636.561829,-621.631592,1400.947510
2972,0,0.726228,2.038786,0.030977,635.850952,-621.285034,1400.951660
2973,0,0.726100,2.038848,0.030983,635.122681,-620.950928,1400.928955
2974,0,0.726347,2.038869,0.031078,634.412048,-620.604553,1400.934692
2975,0,0.726103,2.038843,0.031005,633.690308,-620.253235,1400.927246
2976,0,0.726193,2.038779,0.031098,632.980591,-619.908630,1400.933105
2977,0,0.726120,2.038805,0.030984,632.254272,-619.554626,1400.928711
2978,0,0.726130,2.038801,0.030992,631.537109,-619.200134,1400.924316
2979,0,0.726231,2.038773,0.031107,630.806274,-618.848267,1400.933105
2980,0,0.725996,2.038759,0.031032,630.087708,-618.489746,1400.933228
2981,0,0.726151,2.038700,0.031137,629.367859,-618.140198,1400.949585
2982,0,0.726014,2.038740,0.031028,628.635620,-617.797241,1400.945435
2983,0,0.726191,2.038737,0.031072,627.915710,-617.447876,1400.953125
2984,0,0.725986,2.038686,0.031100,627.195190,-617.112915,1400.961426
2985,0,0.725974,2.038652,0.031078,626.465881,-616.765137,1400.957764
2986,0,0.726177,2.038613,0.031213,625.741089,-616.422424,1400.971924
2987,0,0.725953,2.038712,0.031122,624.999878,-616.065979,1400.960571
2988,0,0.726265,2.038618,0.031191,624.284180,-615.726562,1400.980225
2989,0,0.725972,2.038607,0.031058,623.557312,-615.386292,1400.981201
2990,0,0.726107,2.038559,0.031096,622.833801,-615.039246,1400.988647
2991,0,0.726121,2.038570,0.031123,622.100952,-614.699524,1400.985718
2992,0,0.726056,2.038597,0.031138,621.372620,-614.335754,1400.982544
2993,0,0.726227,2.038491,0.031147,620.654175,-613.994263,1400.995728
2994,0,0.725860,2.038499,0.030993,619.921692,-613.657837,1400.975098
2995,0,0.726301,2.038460,0.031105,619.196289,-613.296082,1400.997803
2996,0,0.725941,2.038556,0.030996,618.467285,-612.945679,1400.979614
2997,0,0.726170,2.038471,0.031149,617.758606,-612.595703,1400.996460
2998,0,0.725951,2.038435,0.031031,617.033203,-612.247864,1401.001587
2999,0,0.726140,2.038534,0.031094,616.325562,-611.901917,1401.005371
3000,0,0.726203,2.038499,0.031113,615.598145,-611.566345,1400.999878
3001,0,0.725950,2.038534,0.031071,614.881042,-611.225830,1400.990112
3002,0,0.726078,2.038428,0.031103,614.180115,-610.896973,1400.997559
3003,0,0.725861,2.038486,0.030953,613.453491,-610.551025,1400.984619
3004,0,0.726215,2.038519,0.031170,612.745667,-610.198425,1400.996582
3005,0,0.725920,2.038502,0.031080,612.029114,-609.853333,1400.985352
3006,0,0.726104,2.038465,0.031170,611.318176,-609.503784,1401.001587
3007,0,0.725871,2.038470,0.031077,610.591919,-609.158325,1401.001953
3008,0,0.726046,2.038533,0.031173,609.874756,-608.811707,1400.996704
3009,0,0.726125,2.038551,0.031128,609.141174,-608.431885,1401.005005
3010,0,0.725973,2.038449,0.031080,608.426697,-608.101868,1400.988647
3011,0,0.726008,2.038481,0.031193,607.712036,-607.749207,1400.998291
3012,0,0.725890,2.038512,0.031072,606.965820,-607.393250,1400.987061
3013,0,0.726196,2.038559,0.031266,606.242004,-607.047058,1400.999634
3014,0,0.725988,2.038481,0.031069,605.517517,-606.700134,1400.994141
3015,0,0.726014,2.038439,0.031020,604.789917,-606.355347,1400.999512
3016,0,0.726117,2.038445,0.031135,604.059753,-606.010193,1400.999512
3017,0,0.726041,2.038554,0.031139,603.316223,-605.656799,1400.988281
3018,0,0.726297,2.038560,0.031186,602.588257,-605.305908,1401.002441
3019,0,0.725905,2.038473,0.031053,601.862610,-604.973999,1400.997070
3020,0,0.726136,2.038447,0.031189,601.138794,-604.614685,1401.021484
3021,0,0.726048,2.038553,0.031089,600.395569,-604.250854,1401.011475
3022,0,0.726250,2.038525,0.031237,599.662781,-603.912292,1401.013672
3023,0,0.726029,2.038494,0.031159,598.941467,-603.569214,1401.008545
3024,0,0.725958,2.038484,0.031126,598.212769,-603.221313,1401.009399
3025,0,0.726123,2.038515,0.031191,597.486877,-602.867737,1401.013428
3026,0,0.726088,2.038592,0.031102,596.753479,-602.508972,1401.008545
3027,0,0.726227,2.038522,0.031168,596.036804,-602.170715,1401.025024
3028,0,0.725947,2.038413,0.031047,595.320618,-601.830078,1401.025146
3029,0,0.726144,2.038484,0.031178,594.604004,-601.486084,1401.031006
3030,0,0.726243,2.038553,0.031160,593.867798,-601.121643,1401.032349
3031,0,0.726115,2.038548,0.031086,593.146667,-600.787048,1401.023438
3032,0,0.726216,2.038452,0.031082,592.442566,-600.446838,1401.044067
3033,0,0.725902,2.038442,0.031001,591.718933,-600.098755,1401.036743
3034,0,0.726333,2.038483,0.031229,591.004272,-599.742920,1401.046265
3035,0,0.726132,2.038563,0.031097,590.279541,-599.389099,1401.042480
3036,0,0.726169,2.038472,0.031161,589.565857,-599.032349,1401.055786
3037,0,0.726050,2.038449,0.031131,588.848022,-598.681030,1401.064819
3038,0,0.726016,2.038534,0.031132,588.125366,-598.330627,1401.048706
3039,0,0.726331,2.038514,0.031167,587.411621,-597.978027,1401.050903
3040,0,0.725908,2.038522,0.031026,586.685791,-597.632080,1401.040405
3041,0,0.726214,2.038404,0.031115,585.991577,-597.291382,1401.051025
3042,0,0.725929,2.038553,0.031094,585.254395,-596.940979,1401.034058
3043,0,0.726248,2.038550,0.031243,584.534485,-596.597656,1401.031738
3044,0,0.726119,2.038524,0.031049,583.815613,-596.259949,1401.018921
3045,0,0.725995,2.038466,0.031043,583.098083,-595.916321,1401.015869
3046,0,0.726111,2.038462,0.031081,582.363159,-595.552551,1401.024048
3047,0,0.726099,2.038623,0.031150,581.630981,-595.205017,1401.009644
3048,0,0.726335,2.038579,0.031163,580.905640,-594.854431,1401.019775
3049,0,0.725918,2.038512,0.031072,580.173706,-594.515869,1401.020630
3050,0,0.726155,2.038467,0.031056,579.459717,-594.166443,1401.029907
3051,0,0.726166,2.038589,0.031118,578.719849,-593.809448,1401.027344
3052,0,0.726186,2.038662,0.031128,577.983582,-593.448975,1401.029175
3053,0,0.726310,2.038539,0.031098,577.279785,-593.138367,1401.027832
3054,0,0.725920,2.038559,0.031096,576.548950,-592.799316,1401.026001
3055,0,0.726308,2.038524,0.031217,575.818604,-592.434814,1401.045654
3056,0,0.726112,2.038660,0.031085,575.077759,-592.080383,1401.036133
3057,0,0.726377,2.038591,0.031092,574.367371,-591.745178,1401.049561
3058,0,0.726011,2.038483,0.031094,573.641663,-591.401978,1401.055664
3059,0,0.726064,2.038547,0.031141,572.921387,-591.051086,1401.054688
3060,0,0.726403,2.038581,0.031185,572.196899,-590.716980,1401.057617
3061,0,0.726180,2.038616,0.031049,571.467407,-590.369873,1401.049683
3062,0,0.726277,2.038448,0.031086,570.770203,-590.031311,1401.069702
3063,0,0.725979,2.038516,0.031039,570.048340,-589.697754,1401.054810
3064,0,0.726440,2.038556,0.031229,569.320740,-589.323914,1401.073364
3065,0,0.726194,2.038614,0.031097,568.592407,-588.980347,1401.062866
